2021-01-05 17:07:24 INFO  Waitings:92 - TOTAL TIME that the ENTIRE of DATA COLLATION PAGE page was loading: 2.715 seconds.
2021-01-05 17:09:58 INFO  Waitings:389 - TOTAL TIME that the REVERSE button gets ENABLED was observed for changing its status: 0.021 seconds.
2021-01-05 17:09:58 INFO  PostProcessing:576 - 'REVERSE' button was clicked SUCCESSFULLY.
2021-01-05 17:10:00 INFO  Waitings:195 - TOTAL TIME that the WARNING POPUP ON REVERSE ACTION page was loading: 0.022 seconds.
2021-01-05 17:10:01 INFO  AddItemTable:2050 - 'OK' button was SUCCESSFULLY clicked on WARNING popup.
2021-01-05 17:10:02 INFO  Waitings:128 - TOTAL TIME that the WARNING POPUP web-element was loading: 1.058 seconds.
2021-01-05 17:10:02 INFO  Waitings:273 - TOTAL TIME that the WARNING POPUP page was loading: 0.006 seconds.
2021-01-05 17:10:04 INFO  Graphics_Screenshots:51 - REVERSED DOCUMENT PAGE window screenshot was made. 
2021-01-05 17:10:04 INFO  Locator_DocCompare:952 - The 'LOCATOR' button was SUCCESSFULLY clicked on.
2021-01-05 17:10:05 INFO  Waitings:246 - TOTAL TIME that LOCATOR PANEL page was loading: 0.448 seconds.
2021-01-05 17:10:06 INFO  Locator_DocCompare:112 - The 'DOCUMENT NUMBER' input has 'Document Number' value selected by default as expected.
2021-01-05 17:10:06 INFO  Waitings:246 - TOTAL TIME that DOCUMENT CONDITION DROPDOWN page was loading: 0.016 seconds.
2021-01-05 17:10:06 INFO  Locator_DocCompare:138 - The 'DOCUMENT CONDITION' input has been changed to 'IS' value.
2021-01-05 17:10:07 INFO  Locator_DocCompare:160 - DOCUMENT NUMBER input field is SUCCESSFULLY filled in with '3777'.
2021-01-05 17:10:08 INFO  Locator_DocCompare:1065 - The 'SEARCH' button was SUCCESSFULLY clicked on.
2021-01-05 17:10:08 INFO  Waitings:246 - TOTAL TIME that RESULTS LIST TABLE page was loading: 0.013 seconds.
2021-01-05 17:10:19 INFO  Locator_DocSearch:67 - The FIRST ROW in SEARCH RESULTS was SUCCESSFULLY clicked on.
2021-01-05 17:10:19 INFO  Waitings:45 - TOTAL TIME that the DOCUMENT's STATUS ICON web-element was loading: 0.188 seconds.
2021-01-05 17:10:22 INFO  Waitings:161 - TOTAL TIME that the UPDATED 'VEHICLE-RELATED DATA COLLATION' page after clicking on the result in LOCATOR panel web-element was loading: 0.032 seconds.
2021-01-05 17:10:24 INFO  Locator_DocCompare:176 - The 'LOCATOR' button was SUCCESSFULLY clicked on.
2021-01-05 17:10:24 INFO  Waitings:273 - TOTAL TIME that the UPDATED MAIN PAGE after closing LOCATOR PANEL page was loading: 0.008 seconds.
2021-01-05 17:10:27 INFO  Waitings:246 - TOTAL TIME that PROCESSING COMPLETED NOTIFICATION page was loading: 1.142 seconds.
2021-01-05 17:10:27 INFO  Waitings:246 - TOTAL TIME that DOCUMENT STATUS 'F' page was loading: 0.02 seconds.
2021-01-05 17:10:28 INFO  LandingPage:2990 - Document Status field is in 'F' status as expected. Document Number is 3777.
2021-01-05 17:10:39 INFO  PostProcessing:258 - 'ITEM CATEGORY' after REVERSING in ROW# '1' is equal to : XUO AS EXPECTED.
2021-01-05 17:10:39 INFO  PostProcessing:258 - 'ITEM CATEGORY' after REVERSING in ROW# '2' is equal to : XLO AS EXPECTED.
2021-01-05 17:10:39 INFO  PostProcessing:157 - REFERENCE DOCUMENT # '3776' in ROW # 1 IS LESSER by 1 than the REVERSED DOCUMNET # '3777' AS EXPECTED.
2021-01-05 17:10:39 INFO  PostProcessing:157 - REFERENCE DOCUMENT # '3776' in ROW # 2 IS LESSER by 1 than the REVERSED DOCUMNET # '3777' AS EXPECTED.
2021-01-05 17:10:39 INFO  PostProcessing:192 - REFERENCE ITEM # '000020' in ROW # 1 IS EQUAL to '000020' AS EXPECTED.
2021-01-05 17:10:39 INFO  PostProcessing:192 - REFERENCE ITEM # '000010' in ROW # 2 IS EQUAL to '000010' AS EXPECTED.
2021-01-05 17:10:39 INFO  Graphics_Screenshots:51 - REPROCESSED DOCUMENT PAGE window screenshot was made. 
2021-01-05 17:10:47 INFO  LandingPage:3480 - The DOCUMENT FLOW panel is open by default.
2021-01-05 17:10:50 INFO  Waitings:92 - TOTAL TIME that the DOCUMENT FLOW table -> 2nd SUB-ROW page was loading: 1.239 seconds.
2021-01-05 17:10:52 INFO  Waitings:92 - TOTAL TIME that the DOCUMENT FLOW table -> 3rd SUB-ROW page was loading: 1.232 seconds.
2021-01-05 17:10:53 INFO  Waitings:92 - TOTAL TIME that the DOCUMENT FLOW table -> 4th SUB-ROW page was loading: 1.035 seconds.
2021-01-05 17:10:54 INFO  LandingPage:3572 - 'Cancelled Goods Movement Document' number was successfully retrieved from the 3rd row of the DOCUMENT FLOW table. It is equal to '49000117962021' 
2021-01-05 17:10:55 INFO  LandingPage:3622 - 'Cancelled Goods Movement Document' number was successfully retrieved from the 4th row of the DOCUMENT FLOW table. It is equal to '49000117972021' 
2021-01-05 17:10:57 INFO  Graphics_Screenshots:51 - DOCUMENT FLOW SECTION COMPLETED window screenshot was made. 
2021-01-05 17:11:32 INFO  Waitings:38 - Timed out on FIRST 'MATERIAL DOCUMENT' PAGE after 35.078 seconds
2021-01-05 17:11:44 WARN  Test_Cases:868 - Expected 'MATERIAL DOCUMENT' PAGE was not found!
2021-01-05 17:11:44 WARN  Test_Cases:896 - Incorrect Document Page was opened!
2021-01-05 17:11:44 WARN  Test_Cases:923 - Skipping execution of test 'retrieve_AddItemDataForMaterialDocument1_Testing' as incorrect Document Page was opened.
